concept_id,concept_code,concept_name,vocabulary_id,outcome_set_id,outcome_set_name
42616770,M08.81,"Other juvenile arthritis, shoulder region",ICD10,15,Juvenile Arthritis
42616771,M08.82,"Other juvenile arthritis, upper arm",ICD10,15,Juvenile Arthritis
42616772,M08.83,"Other juvenile arthritis, forearm",ICD10,15,Juvenile Arthritis
42616773,M08.84,"Other juvenile arthritis, hand",ICD10,15,Juvenile Arthritis
42616774,M08.85,"Other juvenile arthritis, pelvic region and thigh",ICD10,15,Juvenile Arthritis
42616775,M08.86,"Other juvenile arthritis, lower leg",ICD10,15,Juvenile Arthritis
42616776,M08.87,"Other juvenile arthritis, ankle and foot",ICD10,15,Juvenile Arthritis
42616777,M08.88,"Other juvenile arthritis, other",ICD10,15,Juvenile Arthritis
42616778,M08.89,"Other juvenile arthritis, site unspecified",ICD10,15,Juvenile Arthritis
42616779,M08.90,"Juvenile arthritis, unspecified, multiple sites",ICD10,15,Juvenile Arthritis
42616780,M08.91,"Juvenile arthritis, unspecified, shoulder region",ICD10,15,Juvenile Arthritis
42616781,M08.92,"Juvenile arthritis, unspecified, upper arm",ICD10,15,Juvenile Arthritis
42616782,M08.93,"Juvenile arthritis, unspecified, forearm",ICD10,15,Juvenile Arthritis
42616783,M08.94,"Juvenile arthritis, unspecified, hand",ICD10,15,Juvenile Arthritis
42616784,M08.96,"Juvenile arthritis, unspecified, lower leg",ICD10,15,Juvenile Arthritis
42616785,M08.97,"Juvenile arthritis, unspecified, ankle and foot",ICD10,15,Juvenile Arthritis
42616786,M08.98,"Juvenile arthritis, unspecified, other",ICD10,15,Juvenile Arthritis
42616787,M08.99,"Juvenile arthritis, unspecified, site unspecified",ICD10,15,Juvenile Arthritis
42619392,M08.46,"Pauciarticular juvenile arthritis, lower leg",ICD10,15,Juvenile Arthritis
42619393,M08.95,"Juvenile arthritis, unspecified, pelvic region and thigh",ICD10,15,Juvenile Arthritis
44821124,714.33,Monoarticular juvenile rheumatoid arthritis,ICD9CM,15,Juvenile Arthritis
44834973,714.3,"Polyarticular juvenile rheumatoid arthritis, chronic or unspecified",ICD9CM,15,Juvenile Arthritis
44834974,714.32,Pauciarticular juvenile rheumatoid arthritis,ICD9CM,15,Juvenile Arthritis
44837333,714.31,"Polyarticular juvenile rheumatoid arthritis, acute",ICD9CM,15,Juvenile Arthritis
45533706,M08.259,"Juvenile rheumatoid arthritis with systemic onset, unspecified hip",ICD10CM,15,Juvenile Arthritis
45533707,M08.472,"Pauciarticular juvenile rheumatoid arthritis, left ankle and foot",ICD10CM,15,Juvenile Arthritis
45533708,M08.951,"Juvenile arthritis, unspecified, right hip",ICD10CM,15,Juvenile Arthritis
45533709,M08.959,"Juvenile arthritis, unspecified, unspecified hip",ICD10CM,15,Juvenile Arthritis
45533710,M08.969,"Juvenile arthritis, unspecified, unspecified knee",ICD10CM,15,Juvenile Arthritis
45538643,M08.051,"Unspecified juvenile rheumatoid arthritis, right hip",ICD10CM,15,Juvenile Arthritis
45538644,M08.059,"Unspecified juvenile rheumatoid arthritis, unspecified hip",ICD10CM,15,Juvenile Arthritis
45538645,M08.859,"Other juvenile arthritis, unspecified hip",ICD10CM,15,Juvenile Arthritis
45543445,M08.021,"Unspecified juvenile rheumatoid arthritis, right elbow",ICD10CM,15,Juvenile Arthritis
45543446,M08.032,"Unspecified juvenile rheumatoid arthritis, left wrist",ICD10CM,15,Juvenile Arthritis
45543447,M08.852,"Other juvenile arthritis, left hip",ICD10CM,15,Juvenile Arthritis
45543448,M08.971,"Juvenile arthritis, unspecified, right ankle and foot",ICD10CM,15,Juvenile Arthritis
45548275,M08.09,"Unspecified juvenile rheumatoid arthritis, multiple sites",ICD10CM,15,Juvenile Arthritis
45548276,M08.219,"Juvenile rheumatoid arthritis with systemic onset, unspecified shoulder",ICD10CM,15,Juvenile Arthritis
45548277,M08.249,"Juvenile rheumatoid arthritis with systemic onset, unspecified hand",ICD10CM,15,Juvenile Arthritis
45548278,M08.261,"Juvenile rheumatoid arthritis with systemic onset, right knee",ICD10CM,15,Juvenile Arthritis
45548279,M08.271,"Juvenile rheumatoid arthritis with systemic onset, right ankle and foot",ICD10CM,15,Juvenile Arthritis
45548280,M08.412,"Pauciarticular juvenile rheumatoid arthritis, left shoulder",ICD10CM,15,Juvenile Arthritis
45548281,M08.422,"Pauciarticular juvenile rheumatoid arthritis, left elbow",ICD10CM,15,Juvenile Arthritis
45548282,M08.432,"Pauciarticular juvenile rheumatoid arthritis, left wrist",ICD10CM,15,Juvenile Arthritis
45548283,M08.829,"Other juvenile arthritis, unspecified elbow",ICD10CM,15,Juvenile Arthritis
45548284,M08.832,"Other juvenile arthritis, left wrist",ICD10CM,15,Juvenile Arthritis
45548285,M08.932,"Juvenile arthritis, unspecified, left wrist",ICD10CM,15,Juvenile Arthritis
45553057,M08.019,"Unspecified juvenile rheumatoid arthritis, unspecified shoulder",ICD10CM,15,Juvenile Arthritis
45553058,M08.20,"Juvenile rheumatoid arthritis with systemic onset, unspecified site",ICD10CM,15,Juvenile Arthritis
45553059,M08.819,"Other juvenile arthritis, unspecified shoulder",ICD10CM,15,Juvenile Arthritis
45553060,M08.831,"Other juvenile arthritis, right wrist",ICD10CM,15,Juvenile Arthritis
45553061,M08.88,"Other juvenile arthritis, other specified site",ICD10CM,15,Juvenile Arthritis
45553062,M08.919,"Juvenile arthritis, unspecified, unspecified shoulder",ICD10CM,15,Juvenile Arthritis
45553063,M08.941,"Juvenile arthritis, unspecified, right hand",ICD10CM,15,Juvenile Arthritis
45553064,M08.962,"Juvenile arthritis, unspecified, left knee",ICD10CM,15,Juvenile Arthritis
45553065,M08.979,"Juvenile arthritis, unspecified, unspecified ankle and foot",ICD10CM,15,Juvenile Arthritis
45557768,M08.069,"Unspecified juvenile rheumatoid arthritis, unspecified knee",ICD10CM,15,Juvenile Arthritis
45557769,M08.08,"Unspecified juvenile rheumatoid arthritis, vertebrae",ICD10CM,15,Juvenile Arthritis
45557770,M08.411,"Pauciarticular juvenile rheumatoid arthritis, right shoulder",ICD10CM,15,Juvenile Arthritis
45557771,M08.429,"Pauciarticular juvenile rheumatoid arthritis, unspecified elbow",ICD10CM,15,Juvenile Arthritis
45557772,M08.441,"Pauciarticular juvenile rheumatoid arthritis, right hand",ICD10CM,15,Juvenile Arthritis
45557773,M08.442,"Pauciarticular juvenile rheumatoid arthritis, left hand",ICD10CM,15,Juvenile Arthritis
45557774,M08.811,"Other juvenile arthritis, right shoulder",ICD10CM,15,Juvenile Arthritis
45557775,M08.849,"Other juvenile arthritis, unspecified hand",ICD10CM,15,Juvenile Arthritis
45557776,M08.862,"Other juvenile arthritis, left knee",ICD10CM,15,Juvenile Arthritis
45557777,M08.869,"Other juvenile arthritis, unspecified knee",ICD10CM,15,Juvenile Arthritis
45557778,M08.921,"Juvenile arthritis, unspecified, right elbow",ICD10CM,15,Juvenile Arthritis
45557779,M08.922,"Juvenile arthritis, unspecified, left elbow",ICD10CM,15,Juvenile Arthritis
45557780,M08.952,"Juvenile arthritis, unspecified, left hip",ICD10CM,15,Juvenile Arthritis
45562602,M08.042,"Unspecified juvenile rheumatoid arthritis, left hand",ICD10CM,15,Juvenile Arthritis
45562603,M08.431,"Pauciarticular juvenile rheumatoid arthritis, right wrist",ICD10CM,15,Juvenile Arthritis
45562604,M08.822,"Other juvenile arthritis, left elbow",ICD10CM,15,Juvenile Arthritis
45562605,M08.861,"Other juvenile arthritis, right knee",ICD10CM,15,Juvenile Arthritis
45562606,M08.871,"Other juvenile arthritis, right ankle and foot",ICD10CM,15,Juvenile Arthritis
45562607,M08.911,"Juvenile arthritis, unspecified, right shoulder",ICD10CM,15,Juvenile Arthritis
45562608,M08.929,"Juvenile arthritis, unspecified, unspecified elbow",ICD10CM,15,Juvenile Arthritis
45562609,M08.961,"Juvenile arthritis, unspecified, right knee",ICD10CM,15,Juvenile Arthritis
45567431,M08.00,Unspecified juvenile rheumatoid arthritis of unspecified site,ICD10CM,15,Juvenile Arthritis
45567432,M08.011,"Unspecified juvenile rheumatoid arthritis, right shoulder",ICD10CM,15,Juvenile Arthritis
45567433,M08.012,"Unspecified juvenile rheumatoid arthritis, left shoulder",ICD10CM,15,Juvenile Arthritis
45567434,M08.072,"Unspecified juvenile rheumatoid arthritis, left ankle and foot",ICD10CM,15,Juvenile Arthritis
45567435,M08.251,"Juvenile rheumatoid arthritis with systemic onset, right hip",ICD10CM,15,Juvenile Arthritis
45567436,M08.479,"Pauciarticular juvenile rheumatoid arthritis, unspecified ankle and foot",ICD10CM,15,Juvenile Arthritis
45567437,M08.8,Other juvenile arthritis,ICD10,15,Juvenile Arthritis
45567438,M08.90,"Juvenile arthritis, unspecified, unspecified site",ICD10CM,15,Juvenile Arthritis
45567439,M08.942,"Juvenile arthritis, unspecified, left hand",ICD10CM,15,Juvenile Arthritis
45572347,M08.022,"Unspecified juvenile rheumatoid arthritis, left elbow",ICD10CM,15,Juvenile Arthritis
45572348,M08.062,"Unspecified juvenile rheumatoid arthritis, left knee",ICD10CM,15,Juvenile Arthritis
45572349,M08.28,"Juvenile rheumatoid arthritis with systemic onset, vertebrae",ICD10CM,15,Juvenile Arthritis
45572350,M08.459,"Pauciarticular juvenile rheumatoid arthritis, unspecified hip",ICD10CM,15,Juvenile Arthritis
45577123,M08.231,"Juvenile rheumatoid arthritis with systemic onset, right wrist",ICD10CM,15,Juvenile Arthritis
45577124,M08.241,"Juvenile rheumatoid arthritis with systemic onset, right hand",ICD10CM,15,Juvenile Arthritis
45577125,M08.262,"Juvenile rheumatoid arthritis with systemic onset, left knee",ICD10CM,15,Juvenile Arthritis
45577126,M08.451,"Pauciarticular juvenile rheumatoid arthritis, right hip",ICD10CM,15,Juvenile Arthritis
45577127,M08.461,"Pauciarticular juvenile rheumatoid arthritis, right knee",ICD10CM,15,Juvenile Arthritis
45577128,M08.812,"Other juvenile arthritis, left shoulder",ICD10CM,15,Juvenile Arthritis
45577129,M08.879,"Other juvenile arthritis, unspecified ankle and foot",ICD10CM,15,Juvenile Arthritis
45577130,M08.98,"Juvenile arthritis, unspecified, vertebrae",ICD10CM,15,Juvenile Arthritis
45582019,M08.239,"Juvenile rheumatoid arthritis with systemic onset, unspecified wrist",ICD10CM,15,Juvenile Arthritis
45582020,M08.4,Pauciarticular juvenile arthritis,ICD10,15,Juvenile Arthritis
45586848,M08.0,Juvenile rheumatoid arthritis,ICD10,15,Juvenile Arthritis
45586849,M08.029,"Unspecified juvenile rheumatoid arthritis, unspecified elbow",ICD10CM,15,Juvenile Arthritis
45586850,M08.252,"Juvenile rheumatoid arthritis with systemic onset, left hip",ICD10CM,15,Juvenile Arthritis
45586851,M08.272,"Juvenile rheumatoid arthritis with systemic onset, left ankle and foot",ICD10CM,15,Juvenile Arthritis
45586852,M08.279,"Juvenile rheumatoid arthritis with systemic onset, unspecified ankle and foot",ICD10CM,15,Juvenile Arthritis
45586853,M08.40,"Pauciarticular juvenile rheumatoid arthritis, unspecified site",ICD10CM,15,Juvenile Arthritis
45586854,M08.462,"Pauciarticular juvenile rheumatoid arthritis, left knee",ICD10CM,15,Juvenile Arthritis
45586855,M08.80,"Other juvenile arthritis, unspecified site",ICD10CM,15,Juvenile Arthritis
45586856,M08.851,"Other juvenile arthritis, right hip",ICD10CM,15,Juvenile Arthritis
45586857,M08.949,"Juvenile arthritis, unspecified, unspecified hand",ICD10CM,15,Juvenile Arthritis
45591708,M08.212,"Juvenile rheumatoid arthritis with systemic onset, left shoulder",ICD10CM,15,Juvenile Arthritis
45591709,M08.221,"Juvenile rheumatoid arthritis with systemic onset, right elbow",ICD10CM,15,Juvenile Arthritis
45591710,M08.452,"Pauciarticular juvenile rheumatoid arthritis, left hip",ICD10CM,15,Juvenile Arthritis
45591711,M08.471,"Pauciarticular juvenile rheumatoid arthritis, right ankle and foot",ICD10CM,15,Juvenile Arthritis
45591712,M08.821,"Other juvenile arthritis, right elbow",ICD10CM,15,Juvenile Arthritis
45591713,M08.839,"Other juvenile arthritis, unspecified wrist",ICD10CM,15,Juvenile Arthritis
45591714,M08.89,"Other juvenile arthritis, multiple sites",ICD10CM,15,Juvenile Arthritis
45596448,M08.211,"Juvenile rheumatoid arthritis with systemic onset, right shoulder",ICD10CM,15,Juvenile Arthritis
45596449,M08.269,"Juvenile rheumatoid arthritis with systemic onset, unspecified knee",ICD10CM,15,Juvenile Arthritis
45596451,M08.9,"Juvenile arthritis, unspecified",ICD10,15,Juvenile Arthritis
45601293,M08.031,"Unspecified juvenile rheumatoid arthritis, right wrist",ICD10CM,15,Juvenile Arthritis
45601294,M08.039,"Unspecified juvenile rheumatoid arthritis, unspecified wrist",ICD10CM,15,Juvenile Arthritis
45601295,M08.049,"Unspecified juvenile rheumatoid arthritis, unspecified hand",ICD10CM,15,Juvenile Arthritis
45601297,M08.229,"Juvenile rheumatoid arthritis with systemic onset, unspecified elbow",ICD10CM,15,Juvenile Arthritis
45601298,M08.232,"Juvenile rheumatoid arthritis with systemic onset, left wrist",ICD10CM,15,Juvenile Arthritis
45601299,M08.29,"Juvenile rheumatoid arthritis with systemic onset, multiple sites",ICD10CM,15,Juvenile Arthritis
45601300,M08.421,"Pauciarticular juvenile rheumatoid arthritis, right elbow",ICD10CM,15,Juvenile Arthritis
45601301,M08.439,"Pauciarticular juvenile rheumatoid arthritis, unspecified wrist",ICD10CM,15,Juvenile Arthritis
45601302,M08.469,"Pauciarticular juvenile rheumatoid arthritis, unspecified knee",ICD10CM,15,Juvenile Arthritis
45601303,M08.48,"Pauciarticular juvenile rheumatoid arthritis, vertebrae",ICD10CM,15,Juvenile Arthritis
45601304,M08.939,"Juvenile arthritis, unspecified, unspecified wrist",ICD10CM,15,Juvenile Arthritis
45606068,M08.041,"Unspecified juvenile rheumatoid arthritis, right hand",ICD10CM,15,Juvenile Arthritis
45606069,M08.052,"Unspecified juvenile rheumatoid arthritis, left hip",ICD10CM,15,Juvenile Arthritis
45606070,M08.061,"Unspecified juvenile rheumatoid arthritis, right knee",ICD10CM,15,Juvenile Arthritis
45606071,M08.071,"Unspecified juvenile rheumatoid arthritis, right ankle and foot",ICD10CM,15,Juvenile Arthritis
45606072,M08.079,"Unspecified juvenile rheumatoid arthritis, unspecified ankle and foot",ICD10CM,15,Juvenile Arthritis
45606074,M08.222,"Juvenile rheumatoid arthritis with systemic onset, left elbow",ICD10CM,15,Juvenile Arthritis
45606075,M08.242,"Juvenile rheumatoid arthritis with systemic onset, left hand",ICD10CM,15,Juvenile Arthritis
45606076,M08.419,"Pauciarticular juvenile rheumatoid arthritis, unspecified shoulder",ICD10CM,15,Juvenile Arthritis
45606077,M08.449,"Pauciarticular juvenile rheumatoid arthritis, unspecified hand",ICD10CM,15,Juvenile Arthritis
45606078,M08.841,"Other juvenile arthritis, right hand",ICD10CM,15,Juvenile Arthritis
45606079,M08.842,"Other juvenile arthritis, left hand",ICD10CM,15,Juvenile Arthritis
45606080,M08.872,"Other juvenile arthritis, left ankle and foot",ICD10CM,15,Juvenile Arthritis
45606081,M08.912,"Juvenile arthritis, unspecified, left shoulder",ICD10CM,15,Juvenile Arthritis
45606082,M08.931,"Juvenile arthritis, unspecified, right wrist",ICD10CM,15,Juvenile Arthritis
45606083,M08.972,"Juvenile arthritis, unspecified, left ankle and foot",ICD10CM,15,Juvenile Arthritis
45606084,M08.99,"Juvenile arthritis, unspecified, multiple sites",ICD10CM,15,Juvenile Arthritis
45755463,M09,Juvenile arthritis in diseases classified elsewhere,ICD10,15,Juvenile Arthritis
81931,33339001,Psoriasis with arthropathy,SNOMED,16,Psoriatic Arthritis
443582,428360003,Arthropathy of joint of hand,SNOMED,16,Psoriatic Arthritis
1569778,L40.5,Arthropathic psoriasis,ICD10CM,16,Psoriatic Arthritis
4064048,200956002,Psoriatic arthritis with spine involvement,SNOMED,16,Psoriatic Arthritis
4066827,200959009,Psoriatic arthropathy NOS,SNOMED,16,Psoriatic Arthritis
4083682,239812005,Psoriatic arthritis with distal interphalangeal joint involvement,SNOMED,16,Psoriatic Arthritis
40396349,200957006,Psoriatic arthritis with distal interphalangeal joint involvement,SNOMED,16,Psoriatic Arthritis
40396350,200958001,Psoriatic arthritis - destructive type,SNOMED,16,Psoriatic Arthritis
40401312,203733001,[X]Other psoriatic arthropathies,SNOMED,16,Psoriatic Arthritis
42616653,M07.00,"Distal interphalangeal psoriatic arthropathy, multiple sites",ICD10,16,Psoriatic Arthritis
42616654,M07.01,"Distal interphalangeal psoriatic arthropathy, shoulder region",ICD10,16,Psoriatic Arthritis
42616655,M07.02,"Distal interphalangeal psoriatic arthropathy, upper arm",ICD10,16,Psoriatic Arthritis
42616656,M07.03,"Distal interphalangeal psoriatic arthropathy, forearm",ICD10,16,Psoriatic Arthritis
42616657,M07.04,"Distal interphalangeal psoriatic arthropathy, hand",ICD10,16,Psoriatic Arthritis
42616658,M07.05,"Distal interphalangeal psoriatic arthropathy, pelvic region and thigh",ICD10,16,Psoriatic Arthritis
42616659,M07.06,"Distal interphalangeal psoriatic arthropathy, lower leg",ICD10,16,Psoriatic Arthritis
42616660,M07.07,"Distal interphalangeal psoriatic arthropathy, ankle and foot",ICD10,16,Psoriatic Arthritis
42616661,M07.08,"Distal interphalangeal psoriatic arthropathy, other",ICD10,16,Psoriatic Arthritis
42616662,M07.09,"Distal interphalangeal psoriatic arthropathy, site unspecified",ICD10,16,Psoriatic Arthritis
42616663,M07.10,"Arthritis mutilans, multiple sites",ICD10,16,Psoriatic Arthritis
42616664,M07.11,"Arthritis mutilans, shoulder region",ICD10,16,Psoriatic Arthritis
42616665,M07.12,"Arthritis mutilans, upper arm",ICD10,16,Psoriatic Arthritis
42616666,M07.13,"Arthritis mutilans, forearm",ICD10,16,Psoriatic Arthritis
42616667,M07.14,"Arthritis mutilans, hand",ICD10,16,Psoriatic Arthritis
42616668,M07.15,"Arthritis mutilans, pelvic region and thigh",ICD10,16,Psoriatic Arthritis
42616669,M07.16,"Arthritis mutilans, lower leg",ICD10,16,Psoriatic Arthritis
42616670,M07.17,"Arthritis mutilans, ankle and foot",ICD10,16,Psoriatic Arthritis
42616671,M07.18,"Arthritis mutilans, other",ICD10,16,Psoriatic Arthritis
42616672,M07.19,"Arthritis mutilans, site unspecified",ICD10,16,Psoriatic Arthritis
42616673,M07.20,"Psoriatic spondylitis, multiple sites",ICD10,16,Psoriatic Arthritis
42616674,M07.21,"Psoriatic spondylitis, shoulder region",ICD10,16,Psoriatic Arthritis
42616675,M07.22,"Psoriatic spondylitis, upper arm",ICD10,16,Psoriatic Arthritis
42616676,M07.23,"Psoriatic spondylitis, forearm",ICD10,16,Psoriatic Arthritis
42616677,M07.24,"Psoriatic spondylitis, hand",ICD10,16,Psoriatic Arthritis
42616678,M07.25,"Psoriatic spondylitis, pelvic region and thigh",ICD10,16,Psoriatic Arthritis
42616679,M07.26,"Psoriatic spondylitis, lower leg",ICD10,16,Psoriatic Arthritis
42616680,M07.27,"Psoriatic spondylitis, ankle and foot",ICD10,16,Psoriatic Arthritis
42616681,M07.28,"Psoriatic spondylitis, other",ICD10,16,Psoriatic Arthritis
42616682,M07.29,"Psoriatic spondylitis, site unspecified",ICD10,16,Psoriatic Arthritis
42616683,M07.30,"Other psoriatic arthropathies, multiple sites",ICD10,16,Psoriatic Arthritis
42616684,M07.31,"Other psoriatic arthropathies, shoulder region",ICD10,16,Psoriatic Arthritis
42616685,M07.32,"Other psoriatic arthropathies, upper arm",ICD10,16,Psoriatic Arthritis
42616686,M07.33,"Other psoriatic arthropathies, forearm",ICD10,16,Psoriatic Arthritis
42616687,M07.34,"Other psoriatic arthropathies, hand",ICD10,16,Psoriatic Arthritis
42616688,M07.35,"Other psoriatic arthropathies, pelvic region and thigh",ICD10,16,Psoriatic Arthritis
42616689,M07.36,"Other psoriatic arthropathies, lower leg",ICD10,16,Psoriatic Arthritis
42616690,M07.37,"Other psoriatic arthropathies, ankle and foot",ICD10,16,Psoriatic Arthritis
42616691,M07.38,"Other psoriatic arthropathies, other",ICD10,16,Psoriatic Arthritis
42616692,M07.39,"Other psoriatic arthropathies, site unspecified",ICD10,16,Psoriatic Arthritis
44797441,4.32E+14,[X]Other psoriatic arthropathies,SNOMED,16,Psoriatic Arthritis
45533640,L40.54,Psoriatic juvenile arthropathy,ICD10CM,16,Psoriatic Arthritis
45548196,L40.50,"Arthropathic psoriasis, unspecified",ICD10CM,16,Psoriatic Arthritis
45548197,L40.52,Psoriatic arthritis mutilans,ICD10CM,16,Psoriatic Arthritis
45553054,M07.2,Psoriatic spondylitis,ICD10,16,Psoriatic Arthritis
45557703,L40.5,Arthropathic psoriasis,ICD10,16,Psoriatic Arthritis
45577120,M07.0,Distal interphalangeal psoriatic arthropathy,ICD10,16,Psoriatic Arthritis
45586768,L40.53,Psoriatic spondylitis,ICD10CM,16,Psoriatic Arthritis
45591706,M07.3,Other psoriatic arthropathies,ICD10,16,Psoriatic Arthritis
45596373,L40.59,Other psoriatic arthropathy,ICD10CM,16,Psoriatic Arthritis
45601222,L40.51,Distal interphalangeal psoriatic arthropathy,ICD10CM,16,Psoriatic Arthritis
45601290,M07.1,Arthritis mutilans,ICD10,16,Psoriatic Arthritis
45755462,M07,Psoriatic and enteropathic arthropathies,ICD10,16,Psoriatic Arthritis
46274123,1.06E+16,Psoriatic arthritis mutilans,SNOMED,16,Psoriatic Arthritis
4079733,239802003,Juvenile psoriatic arthritis,SNOMED,16,Psoriatic Arthritis
4079734,239803008,Juvenile psoriatic arthritis with psoriasis,SNOMED,16,Psoriatic Arthritis
4083680,239804002,Juvenile psoriatic arthritis without psoriasis,SNOMED,16,Psoriatic Arthritis
40400229,201804001,Juvenile psoriatic arthritis with psoriasis,SNOMED,16,Psoriatic Arthritis
42616788,M09.00,"Juvenile arthritis in psoriasis, multiple sites",ICD10,16,Psoriatic Arthritis
42616789,M09.01,"Juvenile arthritis in psoriasis, shoulder region",ICD10,16,Psoriatic Arthritis
42616790,M09.02,"Juvenile arthritis in psoriasis, upper arm",ICD10,16,Psoriatic Arthritis
42616791,M09.03,"Juvenile arthritis in psoriasis, forearm",ICD10,16,Psoriatic Arthritis
42616792,M09.04,"Juvenile arthritis in psoriasis, hand",ICD10,16,Psoriatic Arthritis
42616793,M09.05,"Juvenile arthritis in psoriasis, pelvic region and thigh",ICD10,16,Psoriatic Arthritis
42616794,M09.06,"Juvenile arthritis in psoriasis, lower leg",ICD10,16,Psoriatic Arthritis
42616795,M09.07,"Juvenile arthritis in psoriasis, ankle and foot",ICD10,16,Psoriatic Arthritis
42616796,M09.08,"Juvenile arthritis in psoriasis, other",ICD10,16,Psoriatic Arthritis
42616797,M09.09,"Juvenile arthritis in psoriasis, site unspecified",ICD10,16,Psoriatic Arthritis
45538646,M09.0,Juvenile arthritis in psoriasis,ICD10,16,Psoriatic Arthritis
3519736,5.68E+14,"Arthritis associated with other disease, distal radioulnar joint",SNOMED,17,Other Inflammatory Arthritis
3519738,5.68E+14,"Arthritis associated with other disease, distal interphalangeal joint of finger",SNOMED,17,Other Inflammatory Arthritis
3521013,6.66E+14,"Arthritis associated with other disease, subtalar joint",SNOMED,17,Other Inflammatory Arthritis
3521014,6.66E+14,"Arthritis associated with other disease, interphalangeal joint of toe",SNOMED,17,Other Inflammatory Arthritis
3533056,5.67E+14,Other general diseases with associated arthropathy,SNOMED,17,Other Inflammatory Arthritis
3534395,5.88E+14,"Arthritis associated with other disease, sternoclavicular joint",SNOMED,17,Other Inflammatory Arthritis
3534397,5.88E+14,"Arthritis associated with other disease, wrist",SNOMED,17,Other Inflammatory Arthritis
3534398,5.88E+14,"Arthritis associated with other disease, metacarpophalangeal joint",SNOMED,17,Other Inflammatory Arthritis
3534399,5.88E+14,"Arthritis associated with other disease, proximal interphalangeal joint of finger",SNOMED,17,Other Inflammatory Arthritis
3534401,5.88E+14,"Arthritis associated with other disease, sacroiliac joint",SNOMED,17,Other Inflammatory Arthritis
3540642,6.82E+14,"Arthritis associated with other disease, shoulder",SNOMED,17,Other Inflammatory Arthritis
3540643,6.82E+14,"Arthritis associated with other disease, acromioclavicular joint",SNOMED,17,Other Inflammatory Arthritis
3540644,6.82E+14,"Arthritis associated with other disease, elbow",SNOMED,17,Other Inflammatory Arthritis
3541166,6.90E+14,"Arthritis associated with other disease, other tarsal joint",SNOMED,17,Other Inflammatory Arthritis
3541167,6.90E+14,"Arthritis associated with other disease, 1st metatarsophalangeal joint",SNOMED,17,Other Inflammatory Arthritis
3541168,6.90E+14,"Arthritis associated with other disease, lesser metatarsophalangeal joint",SNOMED,17,Other Inflammatory Arthritis
3541547,6.95E+14,"Arthritis associated with other disease, tibiofibular joint",SNOMED,17,Other Inflammatory Arthritis
3541548,6.95E+14,"Arthritis associated with other disease, ankle",SNOMED,17,Other Inflammatory Arthritis
3541737,6.98E+14,"Arthritis associated with other disease, talonavicular joint",SNOMED,17,Other Inflammatory Arthritis
3565935,5.88E+14,"Arthritis associated with other disease, hip",SNOMED,17,Other Inflammatory Arthritis
4035744,239821006,Secondary inflammatory arthritis,SNOMED,17,Other Inflammatory Arthritis
4114430,201741005,"Arthritis associated with other disease, sternoclavicular joint",SNOMED,17,Other Inflammatory Arthritis
4114431,201745001,"Arthritis associated with other disease, wrist",SNOMED,17,Other Inflammatory Arthritis
4114432,201747009,"Arthritis associated with other disease, proximal interphalangeal joint of finger",SNOMED,17,Other Inflammatory Arthritis
4114434,201750007,"Arthritis associated with other disease, hip",SNOMED,17,Other Inflammatory Arthritis
4114436,201753009,"Arthritis associated with other disease, tibiofibular joint",SNOMED,17,Other Inflammatory Arthritis
4114437,201755002,"Arthritis associated with other disease, subtalar joint",SNOMED,17,Other Inflammatory Arthritis
4114928,201739009,Other general diseases with associated arthropathy,SNOMED,17,Other Inflammatory Arthritis
4114929,201740006,"Arthritis associated with other disease, shoulder",SNOMED,17,Other Inflammatory Arthritis
4114930,201748004,"Arthritis associated with other disease, distal interphalangeal joint of finger",SNOMED,17,Other Inflammatory Arthritis
4115045,201751006,"Arthritis associated with other disease, sacroiliac joint",SNOMED,17,Other Inflammatory Arthritis
4115046,201757005,"Arthritis associated with other disease, other tarsal joint",SNOMED,17,Other Inflammatory Arthritis
4115047,201758000,"Arthritis associated with other disease, 1st metatarsophalangeal joint",SNOMED,17,Other Inflammatory Arthritis
4115048,201760003,"Arthritis associated with other disease, interphalangeal joint of toe",SNOMED,17,Other Inflammatory Arthritis
4116145,201746000,"Arthritis associated with other disease, metacarpophalangeal joint",SNOMED,17,Other Inflammatory Arthritis
4116146,201756001,"Arthritis associated with other disease, talonavicular joint",SNOMED,17,Other Inflammatory Arthritis
4116147,201759008,"Arthritis associated with other disease, lesser metatarsophalangeal joint",SNOMED,17,Other Inflammatory Arthritis
4116435,201742003,"Arthritis associated with other disease, acromioclavicular joint",SNOMED,17,Other Inflammatory Arthritis
4116436,201743008,"Arthritis associated with other disease, elbow",SNOMED,17,Other Inflammatory Arthritis
4116437,201744002,"Arthritis associated with other disease, distal radioulnar joint",SNOMED,17,Other Inflammatory Arthritis
4116438,201754003,"Arthritis associated with other disease, ankle",SNOMED,17,Other Inflammatory Arthritis
4220761,417180005,Undifferentiated inflammatory arthritis,SNOMED,17,Other Inflammatory Arthritis
4291025,3723001,Arthritis,SNOMED,17,Other Inflammatory Arthritis
40353937,268092005,Synovitis &/or tenosynovitis,SNOMED,17,Other Inflammatory Arthritis
44783868,699861000,"Granulomatous inflammatory arthritis, dermatitis and uveitis, familial",SNOMED,17,Other Inflammatory Arthritis
44810522,8.79E+14,Talonavicular osteoarthritis secondary to inflammatory arthritis,SNOMED,17,Other Inflammatory Arthritis
