concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,category
43026393,montelukast 5 MG Chewable Tablet Box of 28 by Arrow,Drug,RxNorm Extension,Marketed Product,S,OMOP4841490,2019-10-06,2099-12-31,NA,LTRA
43026394,montelukast 5 MG Chewable Tablet Box of 30 by Cristers,Drug,RxNorm Extension,Marketed Product,S,OMOP4841491,2019-10-06,2099-12-31,NA,LTRA
43026395,montelukast 5 MG Chewable Tablet [Singulair] Box of 28 by PHARMA,Drug,RxNorm Extension,Marketed Product,S,OMOP4841492,2019-10-06,2099-12-31,NA,LTRA
43026396,montelukast 5 MG Chewable Tablet [Singulair] Box of 50 by MSD,Drug,RxNorm Extension,Marketed Product,S,OMOP4841493,2019-10-06,2099-12-31,NA,LTRA
43028990,Budesonide Inhalation Powder [Novopulmon],Drug,RxNorm Extension,Branded Drug Form,S,OMOP4844070,2019-10-06,2099-12-31,NA,ICS
43028994,Budesonide 0.2 MG/ACTUAT Inhalation Powder [Novopulmon],Drug,RxNorm Extension,Branded Drug,S,OMOP4844074,2019-10-06,2099-12-31,NA,ICS
43028997,Budesonide 0.2 MG/ACTUAT Dry Powder Inhaler [Pulmicort Turbohaler],Drug,RxNorm Extension,Branded Drug,S,OMOP4844077,2019-10-06,2099-12-31,NA,ICS
43028998,Budesonide 0.2 MG/ACTUAT Dry Powder Inhaler [Novopulmon],Drug,RxNorm Extension,Branded Drug,S,OMOP4844078,2019-10-06,2099-12-31,NA,ICS
43028999,Budesonide 0.4 MG/ACTUAT Inhalation Powder Box of 2,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP4844079,2019-10-06,2099-12-31,NA,ICS
43029000,Budesonide 0.4 MG/ACTUAT Inhalation Powder [Novopulmon],Drug,RxNorm Extension,Branded Drug,S,OMOP4844080,2019-10-06,2099-12-31,NA,ICS
43029001,Budesonide 0.4 MG/ACTUAT Inhalation Powder [Novopulmon] Box of 2,Drug,RxNorm Extension,Branded Drug Box,S,OMOP4844081,2019-10-06,2099-12-31,NA,ICS
43029002,Budesonide 0.4 MG/ACTUAT Dry Powder Inhaler Box of 2,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP4844082,2019-10-06,2099-12-31,NA,ICS
43029003,Budesonide 0.4 MG/ACTUAT Dry Powder Inhaler [Novopulmon] Box of 2,Drug,RxNorm Extension,Branded Drug Box,S,OMOP4844083,2019-10-06,2099-12-31,NA,ICS
43029012,Budesonide 0.1 MG/ACTUAT Dry Powder Inhaler,Drug,RxNorm Extension,Clinical Drug,S,OMOP4844092,2019-10-06,2099-12-31,NA,ICS
43029013,Budesonide 0.1 MG/ACTUAT Dry Powder Inhaler [Pulmicort Turbohaler],Drug,RxNorm Extension,Branded Drug,S,OMOP4844093,2019-10-06,2099-12-31,NA,ICS
43031579,Cromolyn Inhalation Solution [LOMUDAL],Drug,RxNorm Extension,Branded Drug Form,S,OMOP4846640,2019-10-06,2099-12-31,NA,Cromolyn
43034851,Terbutaline 5 MG Oral Tablet [Bricanyl] Box of 60,Drug,RxNorm Extension,Branded Drug Box,S,OMOP4849896,2019-10-06,2099-12-31,NA,SABA
43034852,Terbutaline 5 MG Oral Tablet [Bricanyl] Box of 60 by Astrazeneca,Drug,RxNorm Extension,Marketed Product,S,OMOP4849897,2019-10-06,2099-12-31,NA,SABA
43036238,formoterol 0.012 MG Inhalation Powder Box of 30 by Zentiva,Drug,RxNorm Extension,Marketed Product,S,OMOP4851280,2019-10-06,2099-12-31,NA,LABA
43036239,formoterol 0.012 MG Inhalation Powder Box of 30 by Mylan,Drug,RxNorm Extension,Marketed Product,S,OMOP4851281,2019-10-06,2099-12-31,NA,LABA
43036240,formoterol 0.012 MG Inhalation Powder Box of 30 by Eurogenerics,Drug,RxNorm Extension,Marketed Product,S,OMOP4851282,2019-10-06,2099-12-31,NA,LABA
43036241,formoterol 0.012 MG Inhalation Powder Box of 30 by Biogaran,Drug,RxNorm Extension,Marketed Product,S,OMOP4851283,2019-10-06,2099-12-31,NA,LABA
43036242,formoterol 0.012 MG Inhalation Powder Box of 60 by Zentiva,Drug,RxNorm Extension,Marketed Product,S,OMOP4851284,2019-10-06,2099-12-31,NA,LABA
43036243,formoterol 0.012 MG Inhalation Powder Box of 60 by Mylan,Drug,RxNorm Extension,Marketed Product,S,OMOP4851285,2019-10-06,2099-12-31,NA,LABA
43036244,formoterol 0.012 MG Inhalation Powder Box of 60 by Eurogenerics,Drug,RxNorm Extension,Marketed Product,S,OMOP4851286,2019-10-06,2099-12-31,NA,LABA
43036245,formoterol 0.012 MG Inhalation Powder Box of 60 by Biogaran,Drug,RxNorm Extension,Marketed Product,S,OMOP4851287,2019-10-06,2099-12-31,NA,LABA
43036246,formoterol 0.012 MG Inhalation Powder [Foradil] Box of 60 by PHARMA,Drug,RxNorm Extension,Marketed Product,S,OMOP4851288,2019-10-06,2099-12-31,NA,LABA
43036311,Albuterol Injectable Solution [SALBUMOL],Drug,RxNorm Extension,Branded Drug Form,S,OMOP4851352,2019-10-06,2099-12-31,NA,SABA
43036312,Albuterol Inhalation Solution [AIROMIR AUTOHALER],Drug,RxNorm Extension,Branded Drug Form,S,OMOP4851353,2019-10-06,2099-12-31,NA,SABA
43036314,Albuterol 0.095 MG/ACTUAT Inhalation Solution,Drug,RxNorm Extension,Clinical Drug,S,OMOP4851355,2019-10-06,2099-12-31,NA,SABA
43036315,Albuterol 0.095 MG/ACTUAT Inhalation Solution [Ventolin],Drug,RxNorm Extension,Branded Drug,S,OMOP4851356,2019-10-06,2099-12-31,NA,SABA
43036316,Albuterol 0.095 MG/ACTUAT Dry Powder Inhaler,Drug,RxNorm Extension,Clinical Drug,S,OMOP4851357,2019-10-06,2099-12-31,NA,SABA
43036317,Albuterol 0.095 MG/ACTUAT Dry Powder Inhaler [VENTILASTIN NOVOLIZER],Drug,RxNorm Extension,Branded Drug,S,OMOP4851358,2019-10-06,2099-12-31,NA,SABA
43036318,Albuterol 1 MG/ML Injectable Solution [SALBUMOL],Drug,RxNorm Extension,Branded Drug,S,OMOP4851359,2019-10-06,2099-12-31,NA,SABA
43036319,Albuterol 1 MG/ML Injectable Solution [SALBUMOL] Box of 5,Drug,RxNorm Extension,Branded Drug Box,S,OMOP4851360,2019-10-06,2099-12-31,NA,SABA
43036320,Albuterol 1 MG/ML Inhalation Solution [Ventolin],Drug,RxNorm Extension,Branded Drug,S,OMOP4851361,2019-10-06,2099-12-31,NA,SABA
43036321,Albuterol 0.5 MG/ML Injectable Solution Box of 6,Drug,RxNorm Extension,Clinical Drug Box,S,OMOP4851362,2019-10-06,2099-12-31,NA,SABA
43036322,Albuterol 0.5 MG/ML Injectable Solution [Ventolin] Box of 6,Drug,RxNorm Extension,Branded Drug Box,S,OMOP4851363,2019-10-06,2099-12-31,NA,SABA
43036323,Albuterol 0.5 MG/ML Injectable Solution [SALBUMOL],Drug,RxNorm Extension,Branded Drug,S,OMOP4851364,2019-10-06,2099-12-31,NA,SABA
43036324,Albuterol 0.5 MG/ML Injectable Solution [SALBUMOL] Box of 6,Drug,RxNorm Extension,Branded Drug Box,S,OMOP4851365,2019-10-06,2099-12-31,NA,SABA
43036478,Beclomethasone 0.1 MG/ACTUAT Nasal Spray [RHINOMAXIL],Drug,RxNorm Extension,Branded Drug,S,OMOP4851519,2019-10-06,2099-12-31,NA,ICS
43036482,Beclomethasone 0.05 MG Nasal Spray [Beconase] by Glaxosmithkline,Drug,RxNorm Extension,Marketed Product,S,OMOP4851523,2019-10-06,2099-12-31,NA,ICS
43036494,Beclomethasone 0.05 MG/ACTUAT Nasal Spray [BECLO-RHINO],Drug,RxNorm Extension,Branded Drug,S,OMOP4851535,2019-10-06,2099-12-31,NA,ICS
43036495,Beclomethasone 0.05 MG/ACTUAT Nasal Spray [HUMEX],Drug,RxNorm Extension,Branded Drug,S,OMOP4851536,2019-10-06,2099-12-31,NA,ICS
43037184,indacaterol Inhalation Powder [OSLIF BREEZHALER],Drug,RxNorm Extension,Branded Drug Form,S,OMOP4852230,2019-10-06,2099-12-31,NA,LABA
43037188,indacaterol 0.15 MG Inhalation Powder [OSLIF BREEZHALER],Drug,RxNorm Extension,Branded Drug,S,OMOP4852234,2019-10-06,2099-12-31,NA,LABA
43037189,indacaterol 0.15 MG Inhalation Powder [OSLIF BREEZHALER] Box of 10,Drug,RxNorm Extension,Branded Drug Box,S,OMOP4852235,2019-10-06,2099-12-31,NA,LABA
43037190,indacaterol 0.15 MG Inhalation Powder [OSLIF BREEZHALER] Box of 10 by Novartis,Drug,RxNorm Extension,Marketed Product,S,OMOP4852236,2019-10-06,2099-12-31,NA,LABA
43037191,indacaterol 0.15 MG Inhalation Powder [OSLIF BREEZHALER] Box of 30,Drug,RxNorm Extension,Branded Drug Box,S,OMOP4852237,2019-10-06,2099-12-31,NA,LABA
43037192,indacaterol 0.15 MG Inhalation Powder [OSLIF BREEZHALER] Box of 30 by Novartis,Drug,RxNorm Extension,Marketed Product,S,OMOP4852238,2019-10-06,2099-12-31,NA,LABA
43037196,indacaterol 0.3 MG Inhalation Powder [OSLIF BREEZHALER],Drug,RxNorm Extension,Branded Drug,S,OMOP4852242,2019-10-06,2099-12-31,NA,LABA
43037197,indacaterol 0.3 MG Inhalation Powder [OSLIF BREEZHALER] Box of 10,Drug,RxNorm Extension,Branded Drug Box,S,OMOP4852243,2019-10-06,2099-12-31,NA,LABA
43037198,indacaterol 0.3 MG Inhalation Powder [OSLIF BREEZHALER] Box of 10 by Novartis,Drug,RxNorm Extension,Marketed Product,S,OMOP4852244,2019-10-06,2099-12-31,NA,LABA
43037199,indacaterol 0.3 MG Inhalation Powder [OSLIF BREEZHALER] Box of 30,Drug,RxNorm Extension,Branded Drug Box,S,OMOP4852245,2019-10-06,2099-12-31,NA,LABA
43037200,indacaterol 0.3 MG Inhalation Powder [OSLIF BREEZHALER] Box of 30 by Novartis,Drug,RxNorm Extension,Marketed Product,S,OMOP4852246,2019-10-06,2099-12-31,NA,LABA
43038524,1 ML Budesonide 1.28 MG/ML Nasal Spray by Sandoz,Drug,RxNorm Extension,Marketed Product,S,OMOP4853563,2019-10-06,2099-12-31,NA,ICS
43038843,1 ML Albuterol 0.5 MG/ML Injectable Solution Box of 6,Drug,RxNorm Extension,Quant Clinical Box,S,OMOP4853883,2019-10-06,2099-12-31,NA,SABA
43038844,1 ML Albuterol 0.5 MG/ML Injectable Solution Box of 100,Drug,RxNorm Extension,Quant Clinical Box,S,OMOP4853884,2019-10-06,2099-12-31,NA,SABA
43038845,1 ML Albuterol 0.5 MG/ML Injectable Solution Box of 100 by Renaudin,Drug,RxNorm Extension,Marketed Product,S,OMOP4853885,2019-10-06,2099-12-31,NA,SABA
43038846,1 ML Albuterol 0.5 MG/ML Injectable Solution [Ventolin] Box of 6,Drug,RxNorm Extension,Quant Branded Box,S,OMOP4853886,2019-10-06,2099-12-31,NA,SABA
43038847,1 ML Albuterol 0.5 MG/ML Injectable Solution [Ventolin] Box of 6 by Glaxosmithkline,Drug,RxNorm Extension,Marketed Product,S,OMOP4853887,2019-10-06,2099-12-31,NA,SABA
43038848,1 ML Albuterol 0.5 MG/ML Injectable Solution [SALBUMOL],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4853888,2019-10-06,2099-12-31,NA,SABA
43038849,1 ML Albuterol 0.5 MG/ML Injectable Solution [SALBUMOL] Box of 6,Drug,RxNorm Extension,Quant Branded Box,S,OMOP4853889,2019-10-06,2099-12-31,NA,SABA
43038850,1 ML Albuterol 0.5 MG/ML Injectable Solution [SALBUMOL] Box of 6 by Glaxosmithkline,Drug,RxNorm Extension,Marketed Product,S,OMOP4853890,2019-10-06,2099-12-31,NA,SABA
43039302,2 ML Budesonide 0.5 MG/ML Inhalation Solution Box of 20 by Mylan,Drug,RxNorm Extension,Marketed Product,S,OMOP4854339,2019-10-06,2099-12-31,NA,ICS
43039303,2 ML Budesonide 0.5 MG/ML Inhalation Solution Box of 20 by Eurogenerics,Drug,RxNorm Extension,Marketed Product,S,OMOP4854340,2019-10-06,2099-12-31,NA,ICS
43039304,2 ML Budesonide 0.5 MG/ML Inhalation Solution Box of 20 by Biogaran,Drug,RxNorm Extension,Marketed Product,S,OMOP4854341,2019-10-06,2099-12-31,NA,ICS
43039305,2 ML Budesonide 0.5 MG/ML Inhalation Solution Box of 20 by Sandoz,Drug,RxNorm Extension,Marketed Product,S,OMOP4854342,2019-10-06,2099-12-31,NA,ICS
43039306,2 ML Budesonide 0.5 MG/ML Inhalation Solution Box of 20 by Evolupharm,Drug,RxNorm Extension,Marketed Product,S,OMOP4854343,2019-10-06,2099-12-31,NA,ICS
43039307,2 ML Budesonide 0.5 MG/ML Inhalation Solution Box of 20 by Cristers,Drug,RxNorm Extension,Marketed Product,S,OMOP4854344,2019-10-06,2099-12-31,NA,ICS
43039308,2 ML Budesonide 0.5 MG/ML Inhalation Solution Box of 20 by Arrow,Drug,RxNorm Extension,Marketed Product,S,OMOP4854345,2019-10-06,2099-12-31,NA,ICS
43039309,2 ML Budesonide 0.25 MG/ML Inhalation Solution Box of 20 by Mylan,Drug,RxNorm Extension,Marketed Product,S,OMOP4854346,2019-10-06,2099-12-31,NA,ICS
43039310,2 ML Budesonide 0.25 MG/ML Inhalation Solution Box of 20 by Eurogenerics,Drug,RxNorm Extension,Marketed Product,S,OMOP4854347,2019-10-06,2099-12-31,NA,ICS
43039311,2 ML Budesonide 0.25 MG/ML Inhalation Solution Box of 20 by Biogaran,Drug,RxNorm Extension,Marketed Product,S,OMOP4854348,2019-10-06,2099-12-31,NA,ICS
43039312,2 ML Budesonide 0.25 MG/ML Inhalation Solution Box of 20 by Sandoz,Drug,RxNorm Extension,Marketed Product,S,OMOP4854349,2019-10-06,2099-12-31,NA,ICS
43039313,2 ML Budesonide 0.25 MG/ML Inhalation Solution Box of 20 by Evolupharm,Drug,RxNorm Extension,Marketed Product,S,OMOP4854350,2019-10-06,2099-12-31,NA,ICS
43039314,2 ML Budesonide 0.25 MG/ML Inhalation Solution Box of 20 by Cristers,Drug,RxNorm Extension,Marketed Product,S,OMOP4854351,2019-10-06,2099-12-31,NA,ICS
43039315,2 ML Budesonide 0.25 MG/ML Inhalation Solution Box of 20 by Arrow,Drug,RxNorm Extension,Marketed Product,S,OMOP4854352,2019-10-06,2099-12-31,NA,ICS
43039756,2.5 ML Albuterol 1 MG/ML Inhalation Solution Box of 60 by Mylan,Drug,RxNorm Extension,Marketed Product,S,OMOP4854792,2019-10-06,2099-12-31,NA,SABA
43039757,2.5 ML Albuterol 1 MG/ML Inhalation Solution Box of 60 by TEVA,Drug,RxNorm Extension,Marketed Product,S,OMOP4854793,2019-10-06,2099-12-31,NA,SABA
43039759,2.5 ML Albuterol 1 MG/ML Inhalation Solution Box of 60 by Arrow,Drug,RxNorm Extension,Marketed Product,S,OMOP4854794,2019-10-06,2099-12-31,NA,SABA
43039760,2.5 ML Albuterol 1 MG/ML Inhalation Solution [Ventolin],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4854795,2019-10-06,2099-12-31,NA,SABA
43039761,2.5 ML Albuterol 1 MG/ML Inhalation Solution [Ventolin] Box of 60 by Glaxosmithkline,Drug,RxNorm Extension,Marketed Product,S,OMOP4854796,2019-10-06,2099-12-31,NA,SABA
43039762,2.5 ML Albuterol 2 MG/ML Inhalation Solution Box of 60 by Mylan,Drug,RxNorm Extension,Marketed Product,S,OMOP4854797,2019-10-06,2099-12-31,NA,SABA
43039763,2.5 ML Albuterol 2 MG/ML Inhalation Solution Box of 60 by TEVA,Drug,RxNorm Extension,Marketed Product,S,OMOP4854798,2019-10-06,2099-12-31,NA,SABA
43039764,2.5 ML Albuterol 2 MG/ML Inhalation Solution Box of 60 by Arrow,Drug,RxNorm Extension,Marketed Product,S,OMOP4854799,2019-10-06,2099-12-31,NA,SABA
43040676,5 ML Albuterol 1 MG/ML Injectable Solution Box of 10 by Mylan,Drug,RxNorm Extension,Marketed Product,S,OMOP4855707,2019-10-06,2099-12-31,NA,SABA
43040677,5 ML Albuterol 1 MG/ML Injectable Solution Box of 10 by Renaudin,Drug,RxNorm Extension,Marketed Product,S,OMOP4855708,2019-10-06,2099-12-31,NA,SABA
43040678,5 ML Albuterol 1 MG/ML Injectable Solution [SALBUMOL],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4855709,2019-10-06,2099-12-31,NA,SABA
43040679,5 ML Albuterol 1 MG/ML Injectable Solution [SALBUMOL] Box of 5,Drug,RxNorm Extension,Quant Branded Box,S,OMOP4855710,2019-10-06,2099-12-31,NA,SABA
43040680,5 ML Albuterol 1 MG/ML Injectable Solution [SALBUMOL] Box of 5 by Glaxosmithkline,Drug,RxNorm Extension,Marketed Product,S,OMOP4855711,2019-10-06,2099-12-31,NA,SABA
43041752,15 ML Cromolyn 20 MG/ML Nasal Spray by Cooper,Drug,RxNorm Extension,Marketed Product,S,OMOP4856777,2019-10-06,2099-12-31,NA,Cromolyn
43041753,15 ML Cromolyn 20 MG/ML Nasal Spray [CROMORHINOL] by Laboratoire Chauvin,Drug,RxNorm Extension,Marketed Product,S,OMOP4856778,2019-10-06,2099-12-31,NA,Cromolyn
43041754,15 ML Cromolyn 40 MG/ML Nasal Spray [LOMUSOL] by Sanofi,Drug,RxNorm Extension,Marketed Product,S,OMOP4856779,2019-10-06,2099-12-31,NA,Cromolyn
43041770,15 ML Triamcinolone 0.00367 MG/ML Nasal Spray [Nasacort] by Sanofi,Drug,RxNorm Extension,Marketed Product,S,OMOP4856795,2019-10-06,2099-12-31,NA,ICS
43042427,28 ACTUAT fluticasone 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Seretide],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4857450,2019-10-06,2099-12-31,NA,combo
43042428,28 ACTUAT fluticasone 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Seretide] by Glaxosmithkline,Drug,RxNorm Extension,Marketed Product,S,OMOP4857451,2019-10-06,2099-12-31,NA,combo
43042431,28 ACTUAT fluticasone 0.5 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Seretide],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4857454,2019-10-06,2099-12-31,NA,combo
43042432,28 ACTUAT fluticasone 0.5 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Seretide] by Glaxosmithkline,Drug,RxNorm Extension,Marketed Product,S,OMOP4857455,2019-10-06,2099-12-31,NA,combo
43042435,28 ACTUAT fluticasone 0.1 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Seretide],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4857458,2019-10-06,2099-12-31,NA,combo
43042436,28 ACTUAT fluticasone 0.1 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler [Seretide] by Glaxosmithkline,Drug,RxNorm Extension,Marketed Product,S,OMOP4857459,2019-10-06,2099-12-31,NA,combo
43042511,30 ACTUAT Mometasone 0.2 MG/ACTUAT Dry Powder Inhaler,Drug,RxNorm Extension,Quant Clinical Drug,S,OMOP4857532,2019-10-06,2099-12-31,NA,ICS
43042512,30 ACTUAT Mometasone 0.2 MG/ACTUAT Dry Powder Inhaler [Asmanex],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4857533,2019-10-06,2099-12-31,NA,ICS
43042513,30 ACTUAT Mometasone 0.2 MG/ACTUAT Dry Powder Inhaler [Asmanex] by MSD,Drug,RxNorm Extension,Marketed Product,S,OMOP4857534,2019-10-06,2099-12-31,NA,ICS
43042514,30 ACTUAT Mometasone 0.4 MG/ACTUAT Dry Powder Inhaler [Asmanex] by MSD,Drug,RxNorm Extension,Marketed Product,S,OMOP4857535,2019-10-06,2099-12-31,NA,ICS
43042911,60 ACTUAT fluticasone 0.25 MG/ACTUAT Dry Powder Inhaler [FLIXOTIDE DISKUS],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4857930,2019-10-06,2099-12-31,NA,ICS
43042912,60 ACTUAT fluticasone 0.25 MG/ACTUAT Dry Powder Inhaler [FLIXOTIDE DISKUS] by Glaxosmithkline,Drug,RxNorm Extension,Marketed Product,S,OMOP4857931,2019-10-06,2099-12-31,NA,ICS
43042913,60 ACTUAT fluticasone 0.5 MG/ACTUAT Dry Powder Inhaler [FLIXOTIDE DISKUS],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4857932,2019-10-06,2099-12-31,NA,ICS
43042914,60 ACTUAT fluticasone 0.5 MG/ACTUAT Dry Powder Inhaler [FLIXOTIDE DISKUS] by Glaxosmithkline,Drug,RxNorm Extension,Marketed Product,S,OMOP4857933,2019-10-06,2099-12-31,NA,ICS
43042915,60 ACTUAT fluticasone 0.1 MG/ACTUAT Dry Powder Inhaler [FLIXOTIDE DISKUS],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4857934,2019-10-06,2099-12-31,NA,ICS
43042916,60 ACTUAT fluticasone 0.1 MG/ACTUAT Dry Powder Inhaler [FLIXOTIDE DISKUS] by Glaxosmithkline,Drug,RxNorm Extension,Marketed Product,S,OMOP4857935,2019-10-06,2099-12-31,NA,ICS
43042917,60 ACTUAT Mometasone 0.2 MG/ACTUAT Dry Powder Inhaler,Drug,RxNorm Extension,Quant Clinical Drug,S,OMOP4857936,2019-10-06,2099-12-31,NA,ICS
43042918,60 ACTUAT Mometasone 0.2 MG/ACTUAT Dry Powder Inhaler [Asmanex],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4857937,2019-10-06,2099-12-31,NA,ICS
43042919,60 ACTUAT Mometasone 0.2 MG/ACTUAT Dry Powder Inhaler [Asmanex] by MSD,Drug,RxNorm Extension,Marketed Product,S,OMOP4857938,2019-10-06,2099-12-31,NA,ICS
43042920,60 ACTUAT Mometasone 0.4 MG/ACTUAT Dry Powder Inhaler [Asmanex] by MSD,Drug,RxNorm Extension,Marketed Product,S,OMOP4857939,2019-10-06,2099-12-31,NA,ICS
43043297,100 ACTUAT Budesonide 0.4 MG/ACTUAT Inhalation Powder Box of 2,Drug,RxNorm Extension,Quant Clinical Box,S,OMOP4858310,2019-10-06,2099-12-31,NA,ICS
43043298,100 ACTUAT Budesonide 0.4 MG/ACTUAT Inhalation Powder [Pulmicort Turbohaler],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4858311,2019-10-06,2099-12-31,NA,ICS
43043299,100 ACTUAT Budesonide 0.4 MG/ACTUAT Inhalation Powder [Pulmicort Turbohaler] by Astrazeneca,Drug,RxNorm Extension,Marketed Product,S,OMOP4858312,2019-10-06,2099-12-31,NA,ICS
43043300,100 ACTUAT Budesonide 0.4 MG/ACTUAT Inhalation Powder [Novopulmon],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4858313,2019-10-06,2099-12-31,NA,ICS
43043301,100 ACTUAT Budesonide 0.4 MG/ACTUAT Inhalation Powder [Novopulmon] by Meda,Drug,RxNorm Extension,Marketed Product,S,OMOP4858314,2019-10-06,2099-12-31,NA,ICS
43043302,100 ACTUAT Budesonide 0.4 MG/ACTUAT Inhalation Powder [Novopulmon] Box of 2,Drug,RxNorm Extension,Quant Branded Box,S,OMOP4858315,2019-10-06,2099-12-31,NA,ICS
43043303,100 ACTUAT Budesonide 0.4 MG/ACTUAT Inhalation Powder [Novopulmon] Box of 2 by Meda,Drug,RxNorm Extension,Marketed Product,S,OMOP4858316,2019-10-06,2099-12-31,NA,ICS
43043304,100 ACTUAT Budesonide 0.4 MG/ACTUAT Dry Powder Inhaler Box of 2,Drug,RxNorm Extension,Quant Clinical Box,S,OMOP4858317,2019-10-06,2099-12-31,NA,ICS
43043305,100 ACTUAT Budesonide 0.4 MG/ACTUAT Dry Powder Inhaler [Pulmicort Turbohaler] by Astrazeneca,Drug,RxNorm Extension,Marketed Product,S,OMOP4858318,2019-10-06,2099-12-31,NA,ICS
43043306,100 ACTUAT Budesonide 0.4 MG/ACTUAT Dry Powder Inhaler [Novopulmon] Box of 2,Drug,RxNorm Extension,Quant Branded Box,S,OMOP4858319,2019-10-06,2099-12-31,NA,ICS
43043307,100 ACTUAT Budesonide 0.4 MG/ACTUAT Dry Powder Inhaler [Novopulmon] Box of 2 by Meda,Drug,RxNorm Extension,Marketed Product,S,OMOP4858320,2019-10-06,2099-12-31,NA,ICS
43043313,100 ACTUAT Beclomethasone 0.05 MG/ACTUAT Nasal Spray [BECLO-RHINO],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4858326,2019-10-06,2099-12-31,NA,ICS
43043314,100 ACTUAT Beclomethasone 0.05 MG/ACTUAT Nasal Spray [BECLO-RHINO] by Meda,Drug,RxNorm Extension,Marketed Product,S,OMOP4858327,2019-10-06,2099-12-31,NA,ICS
43043315,100 ACTUAT Beclomethasone 0.05 MG/ACTUAT Nasal Spray [HUMEX],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4858328,2019-10-06,2099-12-31,NA,ICS
43043316,100 ACTUAT Beclomethasone 0.05 MG/ACTUAT Nasal Spray [HUMEX] by URGO,Drug,RxNorm Extension,Marketed Product,S,OMOP4858329,2019-10-06,2099-12-31,NA,ICS
43043360,120 ACTUAT Mometasone 0.05 MG/ACTUAT Nasal Spray by Mylan,Drug,RxNorm Extension,Marketed Product,S,OMOP4858373,2019-10-06,2099-12-31,NA,ICS
43043361,120 ACTUAT Mometasone 0.05 MG/ACTUAT Nasal Spray by TEVA,Drug,RxNorm Extension,Marketed Product,S,OMOP4858374,2019-10-06,2099-12-31,NA,ICS
43043362,120 ACTUAT Mometasone 0.05 MG/ACTUAT Nasal Spray by Eurogenerics,Drug,RxNorm Extension,Marketed Product,S,OMOP4858375,2019-10-06,2099-12-31,NA,ICS
43043363,120 ACTUAT Mometasone 0.05 MG/ACTUAT Nasal Spray by Biogaran,Drug,RxNorm Extension,Marketed Product,S,OMOP4858376,2019-10-06,2099-12-31,NA,ICS
43043364,120 ACTUAT Mometasone 0.05 MG/ACTUAT Nasal Spray by Gerda,Drug,RxNorm Extension,Marketed Product,S,OMOP4858377,2019-10-06,2099-12-31,NA,ICS
43043365,120 ACTUAT Mometasone 0.05 MG/ACTUAT Nasal Spray by Cristers,Drug,RxNorm Extension,Marketed Product,S,OMOP4858378,2019-10-06,2099-12-31,NA,ICS
43043366,120 ACTUAT Mometasone 0.05 MG/ACTUAT Nasal Spray by Arrow,Drug,RxNorm Extension,Marketed Product,S,OMOP4858379,2019-10-06,2099-12-31,NA,ICS
43043367,120 ACTUAT Mometasone 0.05 MG/ACTUAT Nasal Spray [Nasonex] by MSD,Drug,RxNorm Extension,Marketed Product,S,OMOP4858380,2019-10-06,2099-12-31,NA,ICS
43043369,120 ACTUAT Budesonide 0.064 MG/ACTUAT Nasal Spray [Rhinocort] by Mediwin,Drug,RxNorm Extension,Marketed Product,S,OMOP4858382,2019-10-06,2099-12-31,NA,ICS
43043393,120 ACTUAT Beclomethasone 0.1 MG/ACTUAT Nasal Spray,Drug,RxNorm Extension,Quant Clinical Drug,S,OMOP4858405,2019-10-06,2099-12-31,NA,ICS
43043394,120 ACTUAT Beclomethasone 0.1 MG/ACTUAT Nasal Spray [RINOCLENIL],Drug,RxNorm Extension,Quant Branded Drug,S,OMOP4858406,2019-10-06,2099-12-31,NA,ICS
43043395,120 ACTUAT Beclomethasone 0.1 MG/ACTUAT Nasal Spray [RINOCLENIL] by Chiesi,Drug,RxNorm Extension,Marketed Product,S,OMOP4858407,2019-10-06,2099-12-31,NA,ICS
